pruning_thresh,quality,technique,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0.15,80,1,1,244.0419158935547,4.433311939239502,129.9123141169548,0.029600000008940697,18.606304168701172,59.73299026489258,0.05532800033688545,457.3109130859375
0.15,80,1,2,9.898688316345215,4.454432010650635,1.3920319378376007,0.02879999950528145,17.27292823791504,5.0458879470825195,0.05459199845790863,38.5546875
0.15,80,1,3,10.036992073059082,4.464447975158691,1.5285440385341644,0.02796800062060356,17.467615127563477,4.8829121589660645,0.052032001316547394,38.81635284423828
0.15,80,1,4,9.991647720336914,4.551936149597168,1.4695039689540863,0.030208000913262367,18.467103958129883,5.052383899688721,0.0549440011382103,39.45155334472656
0.15,80,1,5,10.009535789489746,4.579040050506592,1.4831680357456207,0.0307839997112751,18.95238494873047,5.3421759605407715,0.05663999915122986,40.511966705322266
0.15,80,1,6,10.003647804260254,4.4383039474487305,1.4989119619131088,0.028704000636935234,16.770143508911133,5.080959796905518,0.05427199974656105,37.841217041015625
0.15,80,1,7,9.996831893920898,4.517568111419678,1.5105600208044052,0.02876799926161766,16.75071907043457,5.236192226409912,0.05427199974656105,38.2789421081543
0.15,80,1,8,10.000767707824707,4.584479808807373,1.2540480270981789,0.028704000636935234,18.043455123901367,4.920351982116699,0.05366399884223938,42.11276626586914
0.15,80,1,9,10.006976127624512,4.630752086639404,1.4648959636688232,0.030527999624609947,18.05187225341797,4.931456089019775,0.055456001311540604,39.341121673583984
0.15,80,1,10,10.01260757446289,4.615871906280518,1.446848064661026,0.029600000008940697,17.46099281311035,4.837247848510742,0.05552000179886818,38.12886428833008
0.15,80,1,11,9.980799674987793,4.498079776763916,1.4200640320777893,0.029472000896930695,17.155071258544922,5.006720066070557,0.05491200089454651,37.958431243896484
0.15,80,1,12,9.981216430664062,4.543136119842529,1.3994560092687607,0.02969600073993206,17.53980827331543,4.832352161407471,0.05443200096487999,38.19859313964844
0.15,80,1,13,10.028639793395996,4.651296138763428,1.4165760278701782,0.028672000393271446,17.57676887512207,4.873536109924316,0.05427199974656105,38.2022705078125
0.15,80,1,14,10.000224113464355,4.517951965332031,1.3942079842090607,0.029759999364614487,18.106592178344727,4.807616233825684,0.0562559999525547,39.068382263183594
0.15,80,1,15,9.99510383605957,4.738976001739502,1.4473280012607574,0.028896000236272812,17.915359497070312,4.903679847717285,0.05427199974656105,38.7696647644043
0.15,80,1,16,9.983455657958984,4.651423931121826,1.3989759981632233,0.03174399957060814,18.374048233032227,4.939295768737793,0.07996799796819687,39.1610221862793
0.15,80,1,17,10.044416427612305,4.572703838348389,1.3967999815940857,0.02876799926161766,17.745887756347656,4.810207843780518,0.053568001836538315,38.33216094970703
0.15,80,1,18,10.025664329528809,4.474207878112793,1.391807958483696,0.029759999364614487,18.246368408203125,4.9937920570373535,0.0544000007212162,39.10611343383789
0.15,80,1,19,9.998847961425781,4.563968181610107,1.4441599547863007,0.028384000062942505,17.20150375366211,4.9304962158203125,0.05321599915623665,38.02550506591797
0.15,80,1,20,9.992128372192383,4.516511917114258,1.4743360579013824,0.02969600073993206,17.627424240112305,4.993311882019043,0.054496001452207565,38.60636901855469
0.15,80,1,21,9.970239639282227,4.679488182067871,1.389568030834198,0.02956799976527691,18.030559539794922,4.981855869293213,0.05430399999022484,38.73686218261719
0.15,80,1,22,10.001248359680176,4.665056228637695,1.4146880507469177,0.05257600173354149,17.80748748779297,5.046879768371582,0.0952640026807785,39.604766845703125
0.15,80,1,23,9.965760231018066,4.5357441902160645,1.3948800414800644,0.029343999922275543,17.22220802307129,4.8384318351745605,0.054207999259233475,37.82614517211914
0.15,80,1,24,10.013504028320312,4.534783840179443,1.4141120314598083,0.028704000636935234,17.140287399291992,4.902719974517822,0.05353600159287453,37.869022369384766
0.15,80,1,25,10.034208297729492,4.434048175811768,1.4411839842796326,0.028672000393271446,16.865760803222656,4.93449592590332,0.05427199974656105,37.76521682739258
0.15,80,1,26,10.03212833404541,4.5075201988220215,1.4182399809360504,0.028704000636935234,17.476640701293945,4.953472137451172,0.05427199974656105,38.300350189208984
0.15,80,1,27,9.963680267333984,4.514815807342529,1.4244479537010193,0.028672000393271446,18.283903121948242,4.995903968811035,0.0533440001308918,39.097408294677734
0.15,80,1,28,9.989312171936035,4.580927848815918,1.422176033258438,0.029440000653266907,17.196352005004883,4.880191802978516,0.05430399999022484,37.98988723754883
0.15,80,1,29,9.993727684020996,4.522719860076904,1.3817600309848785,0.03126399964094162,17.283935546875,4.848800182342529,0.058368001133203506,37.99875259399414
0.15,80,1,30,10.005472183227539,4.5305280685424805,1.39711993932724,0.031328000128269196,17.221471786499023,4.704736232757568,0.07433599978685379,37.738399505615234
0.15,80,1,31,9.976639747619629,4.492544174194336,1.4195199608802795,0.02956799976527691,18.525344848632812,4.902656078338623,0.05462399870157242,39.20556640625
0.15,80,1,32,10.014656066894531,4.47327995300293,1.4050559401512146,0.02924799919128418,16.617023468017578,4.717184066772461,0.05382400006055832,37.22748947143555
0.15,80,1,33,10.016639709472656,4.5597758293151855,1.3968960046768188,0.029632000252604485,16.984960556030273,4.839839935302734,0.054687999188899994,37.63670349121094
0.15,80,1,34,9.974656105041504,4.62175989151001,1.3900159448385239,0.03001599945127964,18.400768280029297,4.870687961578369,0.08294399827718735,39.066558837890625
0.15,80,1,35,10.013567924499512,4.609856128692627,1.6112000644207,0.03062400035560131,17.206144332885742,4.7585601806640625,0.05718399956822395,39.044097900390625
0.15,80,1,36,10.01734447479248,4.6427202224731445,1.5917439460754395,0.03097599931061268,18.161792755126953,4.9232001304626465,0.05753599852323532,39.047454833984375
0.15,80,1,37,10.06272029876709,4.66377592086792,1.5158080458641052,0.028672000393271446,17.328800201416016,5.0689921379089355,0.054687999188899994,38.41142272949219
0.15,80,1,38,10.023743629455566,4.511775970458984,1.6362240463495255,0.029600000008940697,17.689599990844727,5.464191913604736,0.05417599901556969,39.884159088134766
0.15,80,1,39,10.024991989135742,4.5274882316589355,1.5260799825191498,0.047040000557899475,17.764095306396484,5.021535873413086,0.1218239963054657,38.751487731933594
0.15,80,1,40,10.015647888183594,4.619487762451172,1.6029439568519592,0.03161599859595299,16.997055053710938,5.0432000160217285,0.057472001761198044,37.93657684326172
0.15,80,1,41,10.001279830932617,4.638912200927734,1.6051199734210968,0.02816000021994114,18.284160614013672,5.056640148162842,0.052671998739242554,39.313438415527344
0.15,80,1,42,10.005439758300781,4.644864082336426,1.5706239640712738,0.030751999467611313,17.628063201904297,5.006752014160156,0.05708799883723259,38.76969528198242
0.15,80,1,43,10.00489616394043,4.487199783325195,1.613119974732399,0.048128001391887665,17.646848678588867,4.9600958824157715,0.07420799881219864,39.066558837890625
0.15,80,1,44,10.011039733886719,4.565855979919434,1.514335960149765,0.02969600073993206,18.329023361206055,5.005919933319092,0.05516799911856651,39.37382507324219
0.15,80,1,45,10.061280250549316,4.5457282066345215,1.5151039510965347,0.04492799937725067,17.749343872070312,5.23964786529541,0.08383999764919281,39.04377746582031
0.15,80,1,46,10.000032424926758,4.77455997467041,1.5479360222816467,0.031488001346588135,17.868896484375,5.100959777832031,0.08406399935483932,38.973793029785156
0.15,80,1,47,9.994239807128906,4.620992183685303,1.5721279680728912,0.043007999658584595,18.54947280883789,5.023295879364014,0.06963200122117996,39.56166458129883
0.15,80,1,48,10.027008056640625,4.571008205413818,1.2525119483470917,0.02969600073993206,17.6147518157959,3.8517119884490967,0.05558399856090546,37.25904083251953
0.15,80,1,49,10.004032135009766,4.586048126220703,1.5360000431537628,0.028672000393271446,16.871679306030273,5.196512222290039,0.053247999399900436,38.5463981628418
0.15,80,1,50,10.029248237609863,4.6293439865112305,1.529279962182045,0.04601600021123886,17.26473617553711,4.946944236755371,0.07145600020885468,38.15779113769531
0.15,80,1,51,9.995295524597168,4.492000102996826,1.5831999778747559,0.02924799919128418,17.802976608276367,5.165952205657959,0.05430399999022484,38.93539047241211
0.15,80,1,52,10.056351661682129,4.594207763671875,1.5281279534101486,0.028831999748945236,18.30121612548828,4.795519828796387,0.05427199974656105,39.1363525390625
0.15,80,1,53,10.015551567077637,4.666368007659912,1.5985919833183289,0.028063999488949776,17.881664276123047,4.871071815490723,0.053247999399900436,38.8988151550293
0.15,80,1,54,9.99824047088623,4.517375946044922,1.504863977432251,0.048128001391887665,17.719327926635742,5.206048011779785,0.07494399696588516,38.892608642578125
0.15,80,1,55,10.029184341430664,4.618879795074463,1.5076159536838531,0.02876799926161766,17.428831100463867,4.9983038902282715,0.05369599908590317,38.877376556396484
0.15,80,1,56,9.89408016204834,4.576608180999756,1.5068160444498062,0.02956799976527691,17.862592697143555,4.949888229370117,0.055135998874902725,39.06047821044922
0.15,80,1,57,10.083807945251465,4.539103984832764,1.5336639732122421,0.028063999488949776,18.834911346435547,4.980607986450195,0.05251200124621391,40.29017639160156
0.15,80,1,58,9.998687744140625,4.772255897521973,1.5185920149087906,0.02921600081026554,17.686656951904297,5.005887985229492,0.053888000547885895,38.5893440246582
0.15,80,1,59,9.998847961425781,4.651167869567871,1.5118719935417175,0.031328000128269196,18.476064682006836,4.978816032409668,0.05711999908089638,39.44895935058594
0.15,80,1,60,10.02012825012207,4.5655999183654785,1.4990399777889252,0.028672000393271446,17.26665687561035,5.058623790740967,0.053568001836538315,38.36137771606445
0.15,80,1,61,10.025952339172363,4.536255836486816,1.299936056137085,0.02816000021994114,16.476991653442383,5.064352035522461,0.053247999399900436,38.17708969116211
0.15,80,1,62,10.018655776977539,4.461343765258789,1.5127040147781372,0.028672000393271446,16.83772850036621,4.998559951782227,0.05423999950289726,38.28675079345703
0.15,80,1,63,9.990655899047852,4.486656188964844,1.3682559579610825,0.03017600066959858,16.683135986328125,4.826720237731934,0.05526399984955788,37.15382385253906
0.15,80,1,64,9.982303619384766,4.551807880401611,1.4115839749574661,0.029600000008940697,17.384511947631836,4.757631778717041,0.05503999814391136,37.75849533081055
0.15,80,1,65,10.019328117370605,4.472352027893066,1.367904007434845,0.028672000393271446,17.74220848083496,4.8256001472473145,0.053247999399900436,38.43244934082031
0.15,80,1,66,9.999360084533691,4.520224094390869,1.409376010298729,0.06348799914121628,16.49456024169922,4.838016033172607,0.1016319990158081,36.99913787841797
0.15,80,1,67,9.985024452209473,4.555136203765869,1.3626560419797897,0.02953599952161312,16.763904571533203,4.747039794921875,0.054048001766204834,36.98489761352539
0.15,80,1,68,9.983424186706543,4.49619197845459,1.333792045712471,0.02969600073993206,18.075008392333984,3.855583906173706,0.09830400347709656,37.45635223388672
0.15,80,1,69,10.058272361755371,4.534656047821045,1.3813119530677795,0.028543999418616295,16.727680206298828,4.8645758628845215,0.053119998425245285,37.16831970214844
0.15,80,1,70,10.015040397644043,4.692192077636719,1.3443520069122314,0.05692800134420395,18.623519897460938,4.727744102478027,0.081727996468544,38.8551025390625
