video_name,cpu_cli_mean,cpu_cli_std,cpu_cli_mem_mean,cpu_cli_mem_std,cuda_cli_mem_mean,cuda_cli_mem_std
b4fe0b47-a7819060,7.939580000000001,0.956116699780942,6.440200000000002,0.0019899748742131973,82.6277,1.5983046361692128
b5fa32f1-4e9c7d32,7.997529999999999,0.30464383975390025,6.440000000000001,8.881784197001252e-16,82.4468,1.3069123000415905
b4c0a877-66fc6239,7.7734499999999995,0.45576117375221864,6.4598,0.19700751254711069,82.61319999999999,1.483450626074222
b49a1b50-186fb520,7.243750000000001,0.7060747888857101,6.444900000000001,0.04875438441822432,82.9852,1.9944234655659272
b610204c-e3c8c65f,7.86065,0.329965070121066,6.440000000000001,8.881784197001252e-16,82.9594,1.7299964277419768
b4d2dede-18dc0cd0,6.797690000000001,0.3594204695061204,6.440000000000001,8.881784197001252e-16,82.8453,1.7721153771693317
b69d5b1d-03bd6daa,7.514349999999999,0.5113056888985296,6.440000000000001,8.881784197001252e-16,82.82310000000001,1.9103851417973297
b607dd6a-1d8f33b9,7.79719,0.19347845849086143,6.440000000000001,8.881784197001252e-16,83.16830000000002,2.0142840191988816
b5f9cb1e-c84e2ce9,7.93022,0.25293072490308494,6.440000000000001,8.881784197001252e-16,82.73490000000001,1.5078783074240445
