video_name,model_time_mean,model_time_std
b4fe0b47-a7819060,78.36373817443848,1.6988591863239066
b5fa32f1-4e9c7d32,77.96305458068848,1.6695698971703654
b4c0a877-66fc6239,77.88840675354004,1.6312069653460373
b49a1b50-186fb520,77.89767929077148,2.2872440297581194
b610204c-e3c8c65f,78.55938453674317,1.6300129881457026
b4d2dede-18dc0cd0,78.40503021240234,1.748979264282817
b69d5b1d-03bd6daa,78.20161117553711,1.7977121856193339
b607dd6a-1d8f33b9,78.50481506347656,2.2879535602644343
b5f9cb1e-c84e2ce9,78.0380088043213,2.064571017489036
